articleId,publishUrl,description,publishTime,Summary,allContent
382964,https://www.hk01.com/突發/382964/禁蒙面法-港鐵54車站關閉-列車服務下午6時結束-直通車取消,港鐵表示，經過審視修復工作的複雜性，並與警方及相關政府部門進行風險評估後，港鐵今天(10月7日／星期一)重開39個車站，其餘54個車站關閉。港鐵指，為了騰空更多時間讓車務及工程團隊繼續餘下修復工作，列車服務將會提早於今天下午6時結束。關閉車,2019-10-06 21:27:44,[],"港鐵表示，經過審視修復工作的複雜性，並與警方及相關政府部門進行風險評估後，港鐵今天(10月7日／星期一)重開39個車站，其餘54個車站關閉。港鐵指，為了騰空更多時間讓車務及工程團隊繼續餘下修復工作，列車服務將會提早於今天下午6時結束。
關閉車站如下 : 
輕鐵
港鐵巴士
機場快綫 
直通車
港鐵續稱：「確保乘客安全為首要任務，並有責任維護鐵路設施安全，因此必須在確定車站及沿綫設施在絕對安全情況下服務乘客，才會重啟相關服務。港鐵會繼續因應實際情況和安全考慮，在恢復服務的車站實施客流管理措施，或作出車務調動，包括在未能預先通知的情況下，再次關閉車站和安排列車不停車站、關閉車站出入口等。然而，假如車站再次遭受破壞，不排除進一步延長暫停服務的時間，影響翌日的列車服務。」
"
382403,https://www.hk01.com/社會新聞/382403/逃犯條例-示威者毀港鐵站升降機-視障及肢體殘疾者不便,反修例風波持續，港鐵成為攻擊目標，車站內設施大受破壞，當中供殘障及長者使用的升降機，都難逃厄運。有視障人士團體指，不少視障朋友多靠港鐵出入，車站設施損毀造成一定程度影響，惟封站時更見不便，曾有失明人士被迫兜遠路，由九龍灣步行至鑽石山返家。,2019-10-05 02:00:23,['反修例風波持續，港鐵成為攻擊目標，車站內設施大受破壞，當中供殘障及長者使用的升降機，都難逃厄運。有視障人士團體指，不少視障朋友多靠港鐵出入，車站設施損毀造成一定程度影響，惟封站時更見不便，曾有失明人士被迫兜遠路，由九龍灣步行至鑽石山返家。'],"半數車站受破壞:
根據港鐵最新公布，截至10月4日止，83個重鐵車站、43個輕鐵車站受影響，牽涉大量車站設施，包括800部出入閘機、500部售票機、400部輕鐵機、以及12部升降機。部分車站一而再遭受破壞，包括旺角、太子及沙田站，亦包括未投入服務的屯馬鐵宋皇臺站，嚴重影響鐵路系統運作。
心光學校校友會主席吳嘉明表示，視障人士多選擇港鐵出行，因為港鐵無障礙設施較其他公共交通工具為佳，對他們有一定影響。他續指，示威者破壞的設施中，視障人士依賴的引路徑未被波及，至於入閘機及售票機等設施損毀影響不大。
示威者破壞港鐵站，導致港鐵連番要突然關閉車站。遇到突如其來的封站安排，他指視障人士往往大多不知所措，曾有個案需由九龍灣步行至鑽石山回家。
葉榮：毀升降機影響肢體殘疾人士:
本身是輪椅人士的工黨沙田區議員葉榮則指，個別車站升降機損毀，會對肢體殘疾人士有影響，因港鐵站內不設樓梯機難以上落。至於入閘機遭破壞，葉榮指影響不大，車站職員可安排他們以特別通道出入。他近年多改乘巴士出入，因巴士已全面引入低地台上落，便利殘疾人士出行。
輕度智障權益關注組、香港肌健協會及香港小腦萎縮症協會等9個殘疾人士組織，曾於8月底作公開聯署，並去信運輸及房屋局局長陳帆、港鐵主席歐陽伯權及警務處處長盧偉聽，反對港鐵關閉港鐵車站。聲明表示，封站等安排嚴重影響殘疾人士出行，更令他們遇到地區衝突期間，無法離開現場、置身危險中，斥港鐵在取得臨時禁制令的情況下，仍安排不善，是直接剝削殘疾人士日常生活，以及參與政治活動的權利。
前線示威者聲稱對升降機留手　事實狠手:
有前線示威者表示，破壞港鐵車站原意是希望增加其營運成本，以「懲罰」「港鐵背棄港人的行為」。他強調，知悉殘疾人士是弱勢社群，巴士、小巴等交通工具未必便利出入，「對他們來說，有升降機的港鐵係唯一選擇」，故前線行動前亦有將之納入考慮，盡量避免破壞升降機等設施。
不過，仍有激進示威者攻擊個別車站升降機，輕則打碎玻璃外框或向升降機糟注水，重則擲汽油彈焚毀，令升降機無法運作，此可見於在破壞油麻地站、深水埗站和黃大仙站的升降機。
"
382075,https://www.hk01.com/社會新聞/382075/逃犯條例-港鐵多部閘機被損毀未修復-市民排長龍入閘,修例風波持續近4個月，港鐵多次安排惹來市民不滿，成為示威者針對對象之一，多個港鐵站的設備，如售票機、閘機都損毀，港鐵早前透露，維修所需零件短缺，將延長修復時間。今早（3日）繁忙時段，將軍澳站及坑口站因為只有少數閘機維持服務，結果乘客出、入閘時均大排長龍，港鐵亦需派員以流動拍卡機疏導乘客。,2019-10-03 10:57:00,"['修例風波持續近4個月，港鐵多次安排惹來市民不滿，成為示威者針對對象之一，多個港鐵站的設備，如售票機、閘機都損毀，港鐵早前透露，維修所需零件短缺，將延長修復時間。', '今早（3日）繁忙時段，將軍澳站及坑口站因為只有少數閘機維持服務，結果乘客出、入閘時均大排長龍，港鐵亦需派員以流動拍卡機疏導乘客。']","昨晚（2日）有網民發起於8區集會，聲援被實彈所傷、一度危殆的中五學生。當中在將軍澳區集會的示威者，曾去到將軍澳站破壞閘機、售票機、八達通增值機、閉路電視等。港鐵事後表示，損毀較為嚴重的車站包括將軍澳站、坑口站、調景嶺站等。
之前港鐵行政總裁金澤培表示，維修所用的後備零件不足，修復愈來愈難，維修人員需從其他車站，拆除同類設施的零件作維修，以維持服務。港鐵主席歐陽伯權亦提到，後備零件「用得七七八八」，如衝突持續，封站次數及時間將更長、更頻密。
由於大量閘機被破壞，今日將軍澳站大部分閘機都暫停使用，A出口方向一度只有一部閘機運作，以致出、入閘的乘客需大排長龍，港鐵需調派職員以流動拍卡機疏導乘客。坑口站亦出現相同情況，多部閘機未能運作，等候入閘的市民，一度需排出站外等候，需要職員以流動拍卡機協助疏導。
昨晚同樣有示威者集會的大圍，亦一度有大量市民排隊入閘，人龍排至站外，而且站內的售票機亦被塗污。
對於要排長龍入閘，大量閘機關閉，有網民戲言，港鐵發起「不合作運動」；亦有網民認為，與人命相比，閘機損壞只屬少事。不過亦有網民批評，情況帶來不便，不應破壞閘機。
"
380724,https://www.hk01.com/突發/380724/港鐵-列車服務正常-全線車站開放-灣仔金鐘個別出入口未能重開,港鐵於今日(9月30日)清晨5時20分宣佈，今日全線港鐵車站均可開放，列車服務正常。港鐵續指，灣仔站A4、A5、B1及金鐘站E出入口，因受到破壞未能重開，請乘客留意車站通告或職員指示。港鐵昨晚發表聲明，指港島區大型公眾活動期間，多個,2019-09-29 21:37:24,[],"港鐵於今日(9月30日)清晨5時20分宣佈，今日全線港鐵車站均可開放，列車服務正常。港鐵續指，灣仔站A4、A5、B1及金鐘站E出入口，因受到破壞未能重開，請乘客留意車站通告或職員指示。
港鐵昨晚發表聲明，指港島區大型公眾活動期間，多個港鐵車站，包括金鐘站、灣仔站及銅鑼灣站均有車站設施遭受嚴重破壞，威脅公眾及港鐵員工的安全，港鐵公司予以最強烈的譴責，公司已報警處理。
"
379435,https://www.hk01.com/突發/379435/港鐵-沙田站重開-東鐵列車服務正常,港鐵今日清晨5時左右宣布，東鐵線列車服務今早正常，昨日提早關閉的沙田站重開。昨晚有多人聚集在沙田站，包圍控制室，要求交待懷疑跳閘青年，被懷疑港鐵便衣職員打傷事件。有市民報案後，警員到場，但據報並不受理報案。期間有示威者破壞並開放部分,2019-09-25 21:43:55,[],"港鐵今日清晨5時左右宣布，東鐵線列車服務今早正常，昨日提早關閉的沙田站重開。
昨晚有多人聚集在沙田站，包圍控制室，要求交待懷疑跳閘青年，被懷疑港鐵便衣職員打傷事件。有市民報案後，警員到場，但據報並不受理報案。期間有示威者破壞並開放部分閘機，又向客務中心玻璃噴漆，寫上「黨」等字眼。直至昨晚9時許，大批防暴警進入沙田站作驅散，制服至少一男一女，並上警車帶走。有市民斥警員「黑社會」，一名女子受傷，由救護員送院；其間港鐵宣布，沙田站暫時關閉，東鐵線列車不停沙田站，隨後落閘。
"
378961,https://www.hk01.com/社會新聞/378961/港鐵出軌-港鐵設調查委員會-委三獨立專家-最快三個月交報告,東鐵線紅磡站上周二（17日）發生列車出軌事故，港鐵今(24日)晚上宣布，將成立調查委員會，尋找事故成因及提出建議改善安全，並已委任車務總監劉天成及技術工程總監顏永文共同擔任委員，另邀請3名本地及海外的外間專家，提供專業意見。時間表方面，委員會預計於3至6個月內，完成調查及向政府提交調查結果。港鐵亦會全力配合機電工程署的獨立調查。,2019-09-24 13:23:01,"['東鐵線紅磡站上周二（17日）發生列車出軌事故，港鐵今(24日)晚上宣布，將成立調查委員會，尋找事故成因及提出建議改善安全，並已委任車務總監劉天成及技術工程總監顏永文共同擔任委員，另邀請3名本地及海外的外間專家，提供專業意見。', '時間表方面，委員會預計於3至6個月內，完成調查及向政府提交調查結果。港鐵亦會全力配合機電工程署的獨立調查。']","港鐵行政總裁金澤培表示，安全一直是港鐵公司的首要考慮，公司十分重視事件。他再次向事件中受傷及受影響的乘客致歉，並感謝相關政府部門在處理事故期間所提供的協助。
調查委員會組成方面，將有9名來自港鐵公司車務處和技術工程處的資深人員，亦邀請了3位獨立專家，包括蒙納士大學鐵路技術硏究所所長Ravi Ravitharan 、 Resonate Group Limited高級車輛動力學家 Owen Evans ，以及理工大學協理副校長（學術支援）何兆鎏。
↓↓9月17日港鐵列車紅磡站外出軌↓↓:
將檢視輛及軌道設備維修保養等:
委員會將就事故進行全面審視，包括確立事故經過及事後的相關情況，找出引起是次事故的成因。過程中，委員會亦會檢視鐵路車輛及軌道設備的設計、生產、維修保養等是否穩妥。委員會亦會提出改善建議預防類似的事件再次發生。
"
378085,https://www.hk01.com/社會新聞/378085/9-22-港鐵嚴厲譴責破壞行為-部份車站或未能恢復開放,反修例持續，沙田新城市廣場「和你shop」行動演變成警民衝突，另一邊廂，機場「和你塞」交通測試未果，示威者轉而快閃多區港鐵站突襲，九龍站、青衣站及葵芳站需要關閉。港鐵今(22日)晚上發稿，嚴厲譴責有示威者在多個車站大肆破壞鐵路設施，以及故意不當使用列車設備。而港鐵亦對小濠灣車廠一宗懷疑縱火案深表關注，已報警處理及嚴正跟進及保留追究權利。港鐵又指，工程人員稍後會檢查被破壞的設施，評估損毀程度及盡力復修以維持對市民的服務。但部分車站或設施有機會未能在明天恢復提供服務。,2019-09-22 16:13:25,"['反修例持續，沙田新城市廣場「和你shop」行動演變成警民衝突，另一邊廂，機場「和你塞」交通測試未果，示威者轉而快閃多區港鐵站突襲，九龍站、青衣站及葵芳站需要關閉。港鐵今(22日)晚上發稿，嚴厲譴責有示威者在多個車站大肆破壞鐵路設施，以及故意不當使用列車設備。而港鐵亦對小濠灣車廠一宗懷疑縱火案深表關注，已報警處理及嚴正跟進及保留追究權利。', '港鐵又指，工程人員稍後會檢查被破壞的設施，評估損毀程度及盡力復修以維持對市民的服務。但部分車站或設施有機會未能在明天恢復提供服務。']","港鐵指，周日（22日）凌晨2時35分，港鐵工程人員在小濠灣車廠對出一帶軌道範圍工作期間，聽到有響聲及見到軌道旁一處有火光，隨即通知車務控制中心，由車務控制中心通知警方及消防處，並使用滅火筒將火撲熄，事件中無人受傷。
消防人員檢查見到著火範圍面積約2米乘1米，認為起火原因有可疑。港鐵維修人員其後檢查現場的鐵路設施,發現有鋪設於地面的供電電纜受損。警方將案件列作縱火案處理。而將軍澳站於周日凌晨約1時，有一部出入閘機亦被蓄意縱火。
港鐵指，周日下午約5時，一列東涌綫往東涌方向的列車於南昌站上落客期間，有人非法闖入車尾駕駛室及放下連接緊急出口及軌道的斜道，導致列車未能繼續行程。港鐵職員需要收回斜道，並搜索以確定是否有人闖入軌道範圍，以及檢查鐵路設施以確定有關運作可以回復正常。東涌綫列車服務受阻至下午5時42分才能逐步回復正常。
可控刑事罪行:
港鐵發言人指，緊急出口及相關斜道乃列車上的安全設備，一旦發生嚴重事故而需要安排乘客疏散至路軌上，便要放下緊急出口的斜道，因此該設備在設計上讓乘客在緊急時易於使用，以免影響救援工作。當有關設備被啓動，在車頭駕駛艙的車長亦會即時察覺。假如任何人因故意干擾該等設備而危及其他乘客，則可因應嚴重程度而被控以刑事罪行。
港鐵又指，激進示威者下午於多個港鐵車站惡意破壞售票機、增值機、出入閘機、閉路電視鏡頭，並塗污車站設施等。截至晚上11時，沙田站、青衣站、九龍站、葵芳站、太子站及旺角站先後需要暫時關閉，以保障乘客及員工的安全。
港鐵批評，示威者的惡意行為不但嚴重影響市民日常出行，更有可能引致嚴重事故，危及乘客及港鐵員工安全。
港鐵工程人員稍後會檢查被破壞的設施,評估損毀程度及盡力復修以維持對市民的服務，但部分車站或設施有機會未能在明天恢復提供服務，乘客要留意港鐵網頁、MTR Mobile、車站和列車廣播等，了解最新的車務資訊。
"
378005,https://www.hk01.com/突發/378005/大學站路軌現一毫米裂縫-港鐵通宵進行搶修,東鐵綫路軌再現裂縫！今日（22日）凌晨港鐵工程人員，於大學站往紅磡方向，近大學站與火炭站間的路軌，發現一條距離為一毫米的垂直裂縫，並即時進行更換工程。港鐵早上六時半已完成工作，受事件影響，東鐵綫一度受阻。,2019-09-22 08:05:05,['東鐵綫路軌再現裂縫！今日（22日）凌晨港鐵工程人員，於大學站往紅磡方向，近大學站與火炭站間的路軌，發現一條距離為一毫米的垂直裂縫，並即時進行更換工程。港鐵早上六時半已完成工作，受事件影響，東鐵綫一度受阻。'],"大學站路軌現一毫米裂縫　港鐵通宵更換:
東鐵線路軌今日凌晨出現裂縫。港鐵回覆《香港01》時表示，根據車務控制中心紀錄，今日凌晨4時05分，工程人員於東鐵線大學站往紅磡方向，近大學站與火炭站間的路軌，發現一條垂直裂縫，距離為一毫米。港鐵為審慎起見，工程人員已即時進行更換工程，於早上6時20分完成更換工程，期間，東鐵線來往紅磡至羅湖或羅馬洲，整體行車時間多出5至8分鐘。
"
377720,https://www.hk01.com/社會新聞/377720/港鐵出軌-劉天成-出軌現場未發現外來物-料調查需時3至6個月,港鐵東鐵線紅磡站日前發生出軌意外，港鐵車務總監劉天成今日(21日)表示，涉事列車已返回車廠，深入調查路軌後暫未發現外來物。劉強調現時仍未能排除外來物導致出軌，仍要再於涉事列車車底進行搜證。他又稱，目前港鐵調查委員會已開始工作，並邀得澳洲及英國的軌道和列車專家，預計調查需時3至6個月。,2019-09-21 01:56:20,['港鐵東鐵線紅磡站日前發生出軌意外，港鐵車務總監劉天成今日(21日)表示，涉事列車已返回車廠，深入調查路軌後暫未發現外來物。劉強調現時仍未能排除外來物導致出軌，仍要再於涉事列車車底進行搜證。他又稱，目前港鐵調查委員會已開始工作，並邀得澳洲及英國的軌道和列車專家，預計調查需時3至6個月。'],"港鐵行政總裁金澤培及劉天成今就港鐵出軌意外接受電台節目訪問，金澤培指非常重視今次事故，並對受影響再一次致歉，對8名傷者致以最誠摯慰問。金又稱，其中2名要留院的乘客，目前已經出院。劉天成表示，在出事路軌發現4處地方有裂紋，亦是調查方向之一，但他強調路軌的裂紋未必是「因」，亦可能是「果」。
另外，近來在警民衝突中，港鐵經常成為破壞目標。金澤培表示，至今有88個地鐵站受到不同程度破壞，而截止昨日(20日)為止，有600多部閘機及約400部售票機受被破壞，部分設施配件已用盡，要由其他港鐵站調配。
金澤培形容，過去數個月遇到的情況，是40年未見過，暴力和破壞情況非常嚴重。對於有人批評港鐵是害怕內地傳媒指責而關閉車站，金強調該講法是誤解，指隨着事情發展，港鐵方面一直醞釀應對措施，並在取得法庭禁制令後一次過推出。而因應風險評估，港鐵的保安團隊人數由原來的100人，增加至500至600人。他又指，目前港鐵財務及營運狀況穩定。
警方已取太子站片段副本作調查:
網上流傳8月31日港鐵太子站有人被警方打死，金澤培澄清截至今日沒有報告稱有人死亡或失蹤。而高等法院頒令港鐵需要保留當日太子站的閉路電視片段，金澤培表示已保存閉路電視片段，並透露警方已取片段副本作調查，他直言因考慮私隱及避免影響警方調查，除非法庭頒令，否則不會公開閉路電視片段。
 
"
377713,https://www.hk01.com/突發/377713/港鐵出軌-正進行最後階段復修-紅磡來往羅湖及落馬洲班次調整,港鐵東鐵綫紅磡站出軌意外，導致紅磡站一號月台封閉近70小時，至昨（20日）凌晨損毀車卡被拖返火炭何東樓車廠後，一號月台才重新開放。紅磡站雖如常運作，但復修工作仍未完成。港鐵於今晨（21日）5時20分宣布，東鐵綫紅磡站附近的復修工作大致完成，,2019-09-20 21:42:13,[],"港鐵東鐵綫紅磡站出軌意外，導致紅磡站一號月台封閉近70小時，至昨（20日）凌晨損毀車卡被拖返火炭何東樓車廠後，一號月台才重新開放。紅磡站雖如常運作，但復修工作仍未完成。
"
377317,https://www.hk01.com/突發/377317/港鐵出軌-損毀車卡已拖返車廠-港鐵-復修工作大致完成,港鐵東鐵線紅磡站出軌意外後，紅磡站一號月台封閉近70小時。涉事出軌列車一共12卡，其中6卡已於昨日(19日)上午拖走，其餘6個車卡則一直暫放在紅磡站月台。東鐵線紅磡站來往旺角東站，需以單一月台提供服務，營運受阻。凌晨港鐵安排一輛「環保柴油機車」，將損毀車卡拖返火炭何東樓車廠，一號月台重新開放。,2019-09-19 18:11:37,['港鐵東鐵線紅磡站出軌意外後，紅磡站一號月台封閉近70小時。涉事出軌列車一共12卡，其中6卡已於昨日(19日)上午拖走，其餘6個車卡則一直暫放在紅磡站月台。東鐵線紅磡站來往旺角東站，需以單一月台提供服務，營運受阻。凌晨港鐵安排一輛「環保柴油機車」，將損毀車卡拖返火炭何東樓車廠，一號月台重新開放。'],
377305,https://www.hk01.com/社會新聞/377305/港鐵出軌-擬今收車後移走涉事車廂-明早東鐵服務視乎修復進度,港鐵東鐵線列車昨前上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停，涉事列車的其中六卡車，至今仍停放在紅磡站一號月台。港鐵今晚（19日）表示，工程人員正復修通往一號月台的路軌設備，希望在今晚收車後，可將該六卡車移返車廠。至於東鐵線明日（20日）的列車服務，港鐵指仍需視乎今晚復修工作的進度，呼籲乘客明早可透過MTR手機應用程式、港鐵網頁或傳媒，了解最新車務資訊，並及早計劃行程。,2019-09-19 14:59:00,"['港鐵東鐵線列車昨前上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停，涉事列車的其中六卡車，至今仍停放在紅磡站一號月台。', '港鐵今晚（19日）表示，工程人員正復修通往一號月台的路軌設備，希望在今晚收車後，可將該六卡車移返車廠。至於東鐵線明日（20日）的列車服務，港鐵指仍需視乎今晚復修工作的進度，呼籲乘客明早可透過MTR手機應用程式、港鐵網頁或傳媒，了解最新車務資訊，並及早計劃行程。']",
376887,https://www.hk01.com/突發/376887/港鐵出軌-東鐵紅磡站續以單月台服務-來往羅湖站7分鐘一班車,港鐵於清晨5時宣佈，為繼續復修工作，紅磡站今天仍然使用一個月台維持東鐵線服務。來往紅磡站至羅湖站維持7分鐘一班車；來往旺角東站至羅湖站維持三分半鐘一班車；來往大埔墟站至落馬洲站維持12分鐘一班車。港鐵表示，乘客請及早計劃行程，並為行程預留充,2019-09-18 21:22:00,[],"港鐵於清晨5時宣佈，為繼續復修工作，紅磡站今天仍然使用一個月台維持東鐵線服務。來往紅磡站至羅湖站維持7分鐘一班車；來往旺角東站至羅湖站維持三分半鐘一班車；來往大埔墟站至落馬洲站維持12分鐘一班車。港鐵表示，乘客請及早計劃行程，並為行程預留充裕時間：「不便之處，敬請原諒。」
港鐵東鐵線列車前日上午（17日）發生出軌意外，造成8人受傷，紅磡站來往旺角東站的服務一度暫停，涉事列車的其中六卡車仍停放紅磡站一號月台。港鐵昨晚（18日）表示，由於工程人員需要較多時間復修通往一號月台的路軌設備，故該六卡車仍未能移返車廠，東鐵線今日(19日，星期四）繼續只能使用紅磡站四號月台，列車服務與昨日一樣，來往紅磡站至羅湖站維持7分鐘一班車；來往旺角東站至羅湖站維持3.5分鐘一班車；來往大埔墟站至落馬洲站維持12分鐘一班車。
"
376870,https://www.hk01.com/社會新聞/376870/港鐵出軌-東鐵紅磡站周四仍只用4號月台-往返羅湖站7分鐘一班,港鐵東鐵線列車昨日上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停，涉事列車的其中六卡車仍停放紅磡站一號月台。港鐵今晚（18日）表示，由於工程人員需要較多時間復修通往一號月台的路軌設備，故該六卡車仍未能移返車廠，東鐵線明日（19日，星期四）繼續只能使用紅磡站四號月台，列車服務與今天一樣，來往紅磡站至羅湖站維持7分鐘一班車；來住旺角東站至羅湖站維持3.5分鐘一班車；來往大埔墟站至落馬洲站維持12分鐘一班車。,2019-09-18 15:31:10,"['港鐵東鐵線列車昨日上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停，涉事列車的其中六卡車仍停放紅磡站一號月台。', '港鐵今晚（18日）表示，由於工程人員需要較多時間復修通往一號月台的路軌設備，故該六卡車仍未能移返車廠，東鐵線明日（19日，星期四）繼續只能使用紅磡站四號月台，列車服務與今天一樣，來往紅磡站至羅湖站維持7分鐘一班車；來住旺角東站至羅湖站維持3.5分鐘一班車；來往大埔墟站至落馬洲站維持12分鐘一班車。']",
376822,https://www.hk01.com/社會新聞/376822/港鐵出軌-機電署-至今未在路軌發現外來物-會監測港鐵修復,港鐵東鐵線列車昨日上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停。意外起因至今眾說紛紜，內地更流傳有人於路軌放置雜物引致出軌，不過機電署今晚（18日）表示，直至目前為止，署方並沒有發現路軌上有任何外來物件。,2019-09-18 11:43:22,"['港鐵東鐵線列車昨日上午（17日）發生嚴重出軌事故，造成8人受傷，紅磡站來往旺角東站的服務一度暫停。', '意外起因至今眾說紛紜，內地更流傳有人於路軌放置雜物引致出軌，不過機電署今晚（18日）表示，直至目前為止，署方並沒有發現路軌上有任何外來物件。']","意外發生後，港鐵及機電署都表示會各自展開獨立調查，雙方都指會循列車機件、路軌、外來物等方向調查事故起因。意外於昨早約8時30分發生，機電署今晚約7時15分發稿，即相距逾30多個小時後，表示直至目為為止，並沒有在路軌上發現有任何外來物件。
機電署表示，非常關注是次的嚴重事故，會展開獨立、全面及深入的調查，並諮詢海外專家的意見。署方又指，紅磡站一號月台仍在復修，會監察港鐵整個復修及測試工作，並於現場搜證。
"
376467,https://www.hk01.com/突發/376467/港鐵出軌-東鐵綫紅磡站單月台恢復服務-乘客-今朝架車好正常,周二（17日）上午8時30分一列往紅磡方向的東鐵線列車，在進入紅磡站一號月台發生事故，列車其中三卡偏離路軌，以及第四和第五卡分開，事件中八名乘客受輕傷。事發後港鐵派出近300名工程人員，漏夜進行緊急復修，並使用兩輛重型起重機，將出軌的車卡吊,2019-09-18 02:58:27,[],"周二（17日）上午8時30分一列往紅磡方向的東鐵線列車，在進入紅磡站一號月台發生事故，列車其中三卡偏離路軌，以及第四和第五卡分開，事件中八名乘客受輕傷。事發後港鐵派出近300名工程人員，漏夜進行緊急復修，並使用兩輛重型起重機，將出軌的車卡吊起及放回路軌上。
乘客：對港鐵出軌事故　不感擔心:
港鐵於清晨6時10分宣佈，東鐵線紅磡站經過復修工作，今天可使用一個月台服務，來往紅磡站至羅湖站的班次維持7分鐘一班車。對於今日紅磡站單月台恢復服務，不少市民選擇乘列車至紅磡站，其中一名女乘客伍小姐指本來於九龍塘站下車，之後發現紅磡站過車，於是坐至紅磡站轉過海巴士，「今朝架車好正常，今日都冇預早出門口。」另一名男乘客稱，對於昨日港鐵出軌事故不感到擔心，他更認為意外是無可避免。
多班直通車取消　月台大致平靜:
至早上九時許，紅磡站未有大批市民等待上車，月台大致平靜。另外多班直通車取消，港鐵表示以下班次可行駛， 其他班次取消。包括北行/廣州東Z806  0924/1123、Z812   1223/1417及Z816   1311/1508 Ktt，以及南行/往紅磡Z811   0930/1128、Z817   1538/1734 Ktt及Z805  1933/2133。
"
376419,https://www.hk01.com/突發/376419/港鐵出軌-東鐵綫紅磡站僅單月台提供服務-暫維持7分鐘一班車,港鐵於清晨6時10分宣佈，經過復修工作，東鐵線紅磡站今天可使用一個月台服務。來往紅磡至羅湖維持7分鐘一班車。,2019-09-17 19:30:39,['港鐵於清晨6時10分宣佈，經過復修工作，東鐵線紅磡站今天可使用一個月台服務。來往紅磡至羅湖維持7分鐘一班車。'],"【清晨6時25分更新】港鐵表示，以下班次可行駛， 其他班次取消。
*北行/廣州東
Z806  0924/1123
Z812   1223/1417
Z816   1311/1508 Ktt
*南行/往紅磡
Z811   0930/1128
Z817   1538/1734 Ktt
Z805  1933/2133
【清晨6時10更新】港鐵宣佈，經過復修工作，東鐵線紅磡站今天可使用一個月台服務。東鐵綫紅磡站至羅湖站維持7分鐘一班車；旺角東站至羅湖站維持三分半鐘一班車；大埔墟站至落馬洲站維持12分鐘一班車。如要由紅磡前往落馬洲的乘客，需要在大埔墟或其後車站，轉乘以落馬洲為終點站的列車。
【凌晨5時10分更新】港鐵表示，東鐵綫紅磡站附近的復修工作仍在進行中，紅磡站至旺角東站服務暫停；旺角東站至羅湖站維持三分半鐘一班，大埔墟站至落馬洲站維持12分鐘一班。港鐵會提供免費接駁巴士，來往大圍站和鑽石山站。
繼今年三月港鐵測試新信號系統時，發生兩列車相撞意外後，港鐵再次發生嚴重事故，一列12卡東鐵列車，駛入紅磡站期間突然出軌，列車更斷成兩段，事件造成8人受傷。機電工程署署長薛永恒指，會「全速，獨立、全面、深入調查」，機電署人員已即時到場取第一手資料，希望全速調查，查找真相。:
事故原因眾說紛紜，對於流傳意外因有人扔外物所致，薛永恒表示不排除任何可能性。工聯會屬下的港鐵工會聯合會指，據他們了解事發的路軌範圍沒有外來物件。港鐵指初步發現路軌上有裂痕，有工程師稱，裂痕及道岔口的鎖斷開，或會造成意外；另有工程師認為，俗稱「波口」的轉轍器故障亦會釀成出軌事故。:
"
376415,https://www.hk01.com/突發/376415/港鐵出軌-圖輯-罕見意外-列車斷開-工程人員日與夜搶修,繼今年三月港鐵測試新信號系統時發生兩列車相撞意外後，今日（9月17日）港鐵再次發生嚴重事故。上午8時半，東鐵綫往紅磡方向行駛的12卡列車駛入一號月台，在自動列車運作下，車速減慢至每小時約30公里，其間有乘客聽到列車傳出怪聲，然後開始左搖右擺。頭三個車卡已入站，惟第四、五、六的三個車卡突然脫軌，列車在第四、五車卡接駁位斷成兩截，車尾六卡列車則仍在路軌上。事故發生後，多人報警求助，大批乘客自行離開車廂。事件導致八人受傷，東鐵紅磡站往旺角東站服務全日停駛。工程人員日與夜進行搶修當中。,2019-09-17 17:00:35,['繼今年三月港鐵測試新信號系統時發生兩列車相撞意外後，今日（9月17日）港鐵再次發生嚴重事故。上午8時半，東鐵綫往紅磡方向行駛的12卡列車駛入一號月台，在自動列車運作下，車速減慢至每小時約30公里，其間有乘客聽到列車傳出怪聲，然後開始左搖右擺。頭三個車卡已入站，惟第四、五、六的三個車卡突然脫軌，列車在第四、五車卡接駁位斷成兩截，車尾六卡列車則仍在路軌上。事故發生後，多人報警求助，大批乘客自行離開車廂。事件導致八人受傷，東鐵紅磡站往旺角東站服務全日停駛。工程人員日與夜進行搶修當中。'],
